scenario,account_id,date,amount,entity,description,source
Budget,6030,2024-06-19,890.05,North,Software & Subscriptions,sample_gl
Budget,6030,2024-06-21,663.53,North,Software & Subscriptions,sample_gl
Budget,6030,2024-06-29,1063.88,North,Software & Subscriptions,sample_gl
Budget,6030,2024-06-30,657.28,North,Software & Subscriptions,sample_gl
Budget,6030,2024-06-01,880.44,South,Software & Subscriptions,sample_gl
Budget,6030,2024-06-03,92.48,South,Software & Subscriptions,sample_gl
Budget,6030,2024-06-04,1168.75,South,Software & Subscriptions,sample_gl
Budget,6030,2024-06-05,137.34,South,Software & Subscriptions,sample_gl
Budget,6030,2024-06-06,1072.77,South,Software & Subscriptions,sample_gl
Budget,6030,2024-06-12,233.6,South,Software & Subscriptions,sample_gl
Budget,6030,2024-06-19,437.86,South,Software & Subscriptions,sample_gl
Budget,6030,2024-06-23,310.82,South,Software & Subscriptions,sample_gl
Budget,6030,2024-06-09,571.6,West,Software & Subscriptions,sample_gl
Budget,6030,2024-06-10,670.68,West,Software & Subscriptions,sample_gl
Budget,6030,2024-06-13,594.27,West,Software & Subscriptions,sample_gl
Budget,6030,2024-06-16,797.92,West,Software & Subscriptions,sample_gl
Budget,6030,2024-06-24,338.51,West,Software & Subscriptions,sample_gl
Budget,6030,2024-06-26,786.5,West,Software & Subscriptions,sample_gl
Budget,6030,2024-06-27,609.66,West,Software & Subscriptions,sample_gl
Budget,6030,2024-06-28,21.04,West,Software & Subscriptions,sample_gl
Budget,6040,2024-06-08,218.43,North,Travel & Entertainment,sample_gl
Budget,6040,2024-06-08,794.38,North,Travel & Entertainment,sample_gl
Budget,6040,2024-06-09,181.71,North,Travel & Entertainment,sample_gl
Budget,6040,2024-06-10,290.48,North,Travel & Entertainment,sample_gl
Budget,6040,2024-06-12,163.89,North,Travel & Entertainment,sample_gl
Budget,6040,2024-06-15,571.19,North,Travel & Entertainment,sample_gl
Budget,6040,2024-06-20,262.29,North,Travel & Entertainment,sample_gl
Budget,6040,2024-06-30,65.22,North,Travel & Entertainment,sample_gl
Budget,6040,2024-06-07,200.23,South,Travel & Entertainment,sample_gl
Budget,6040,2024-06-09,80.47,South,Travel & Entertainment,sample_gl
Budget,6040,2024-06-13,1080.62,South,Travel & Entertainment,sample_gl
Budget,6040,2024-06-14,448.13,South,Travel & Entertainment,sample_gl
Budget,6040,2024-06-20,330.69,South,Travel & Entertainment,sample_gl
Budget,6040,2024-06-23,189.71,South,Travel & Entertainment,sample_gl
Budget,6040,2024-06-23,1247.55,South,Travel & Entertainment,sample_gl
Budget,6040,2024-06-24,264.87,South,Travel & Entertainment,sample_gl
Budget,6040,2024-06-01,78.17,West,Travel & Entertainment,sample_gl
Budget,6040,2024-06-02,173.19,West,Travel & Entertainment,sample_gl
Budget,6040,2024-06-09,89.59,West,Travel & Entertainment,sample_gl
Budget,6040,2024-06-17,383.14,West,Travel & Entertainment,sample_gl
Budget,6040,2024-06-20,551.86,West,Travel & Entertainment,sample_gl
Budget,6040,2024-06-23,420.02,West,Travel & Entertainment,sample_gl
Budget,6040,2024-06-24,162.14,West,Travel & Entertainment,sample_gl
Budget,6040,2024-06-26,42.72,West,Travel & Entertainment,sample_gl
Budget,7000,2024-06-05,334.95,North,Interest Expense,sample_gl
Budget,7000,2024-06-06,638.01,North,Interest Expense,sample_gl
Budget,7000,2024-06-11,197.52,North,Interest Expense,sample_gl
Budget,7000,2024-06-15,447.09,North,Interest Expense,sample_gl
Budget,7000,2024-06-16,247.65,North,Interest Expense,sample_gl
Budget,7000,2024-06-17,788.53,North,Interest Expense,sample_gl
Budget,7000,2024-06-29,1002.31,North,Interest Expense,sample_gl
Budget,7000,2024-06-30,80.27,North,Interest Expense,sample_gl
Budget,7000,2024-06-09,681.96,South,Interest Expense,sample_gl
Budget,7000,2024-06-10,1119.31,South,Interest Expense,sample_gl
Budget,7000,2024-06-12,229.41,South,Interest Expense,sample_gl
Budget,7000,2024-06-14,106.22,South,Interest Expense,sample_gl
Budget,7000,2024-06-20,908.94,South,Interest Expense,sample_gl
Budget,7000,2024-06-29,383.26,South,Interest Expense,sample_gl
Budget,7000,2024-06-29,401.48,South,Interest Expense,sample_gl
Budget,7000,2024-06-30,302.91,South,Interest Expense,sample_gl
Budget,7000,2024-06-05,142.64,West,Interest Expense,sample_gl
Budget,7000,2024-06-15,69.05,West,Interest Expense,sample_gl
Budget,7000,2024-06-18,379.44,West,Interest Expense,sample_gl
Budget,7000,2024-06-21,323.13,West,Interest Expense,sample_gl
Budget,7000,2024-06-22,120.77,West,Interest Expense,sample_gl
Budget,7000,2024-06-26,700.85,West,Interest Expense,sample_gl
Budget,7000,2024-06-28,1072.06,West,Interest Expense,sample_gl
Budget,7000,2024-06-30,1169.52,West,Interest Expense,sample_gl
Budget,4000,2024-07-02,-23038.36,North,Product Revenue,sample_gl
Budget,4000,2024-07-12,-7283.34,North,Product Revenue,sample_gl
Budget,4000,2024-07-15,-11403.38,North,Product Revenue,sample_gl
Budget,4000,2024-07-15,-16462.54,North,Product Revenue,sample_gl
Budget,4000,2024-07-16,-13412.04,North,Product Revenue,sample_gl
Budget,4000,2024-07-16,-75809.44,North,Product Revenue,sample_gl
Budget,4000,2024-07-18,-23591.08,North,Product Revenue,sample_gl
Budget,4000,2024-07-23,-33801.82,North,Product Revenue,sample_gl
Budget,4000,2024-07-09,-682.88,South,Product Revenue,sample_gl
Budget,4000,2024-07-17,-29204.27,South,Product Revenue,sample_gl
Budget,4000,2024-07-19,-5267.95,South,Product Revenue,sample_gl
Budget,4000,2024-07-19,-5588.05,South,Product Revenue,sample_gl
Budget,4000,2024-07-22,-86182.87,South,Product Revenue,sample_gl
Budget,4000,2024-07-24,-25417.65,South,Product Revenue,sample_gl
Budget,4000,2024-07-27,-12842.66,South,Product Revenue,sample_gl
Budget,4000,2024-07-29,-330.28,South,Product Revenue,sample_gl
Budget,4000,2024-07-01,-12909.24,West,Product Revenue,sample_gl
Budget,4000,2024-07-04,-11579.35,West,Product Revenue,sample_gl
Budget,4000,2024-07-10,-69522.23,West,Product Revenue,sample_gl
Budget,4000,2024-07-11,-11020.16,West,Product Revenue,sample_gl
Budget,4000,2024-07-12,-27257.04,West,Product Revenue,sample_gl
Budget,4000,2024-07-13,-999.76,West,Product Revenue,sample_gl
Budget,4000,2024-07-22,-18193.03,West,Product Revenue,sample_gl
Budget,4000,2024-07-22,-7768.19,West,Product Revenue,sample_gl
Budget,4010,2024-07-01,-16257.22,North,Service Revenue,sample_gl
Budget,4010,2024-07-09,-16574.53,North,Service Revenue,sample_gl
Budget,4010,2024-07-11,-3771.28,North,Service Revenue,sample_gl
Budget,4010,2024-07-15,-138.81,North,Service Revenue,sample_gl
Budget,4010,2024-07-20,-10836.45,North,Service Revenue,sample_gl
Budget,4010,2024-07-21,-325.57,North,Service Revenue,sample_gl
Budget,4010,2024-07-22,-618.82,North,Service Revenue,sample_gl
Budget,4010,2024-07-31,-1512.54,North,Service Revenue,sample_gl
Budget,4010,2024-07-02,-3241.48,South,Service Revenue,sample_gl
Budget,4010,2024-07-02,-4917.24,South,Service Revenue,sample_gl
Budget,4010,2024-07-10,-9321.47,South,Service Revenue,sample_gl
Budget,4010,2024-07-11,-800.59,South,Service Revenue,sample_gl
Budget,4010,2024-07-21,-21388.16,South,Service Revenue,sample_gl
Budget,4010,2024-07-24,-3959.25,South,Service Revenue,sample_gl
Budget,4010,2024-07-26,-602.66,South,Service Revenue,sample_gl
Budget,4010,2024-07-26,-1601.89,South,Service Revenue,sample_gl
Budget,4010,2024-07-01,-5796.84,West,Service Revenue,sample_gl
Budget,4010,2024-07-03,-7898.85,West,Service Revenue,sample_gl
Budget,4010,2024-07-06,-7085.99,West,Service Revenue,sample_gl
Budget,4010,2024-07-07,-2811.21,West,Service Revenue,sample_gl
Budget,4010,2024-07-13,-7845.27,West,Service Revenue,sample_gl
Budget,4010,2024-07-13,-4734.21,West,Service Revenue,sample_gl
Budget,4010,2024-07-25,-2585.69,West,Service Revenue,sample_gl
Budget,4010,2024-07-28,-9307.8,West,Service Revenue,sample_gl
Budget,5000,2024-07-04,26228.91,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-05,3308.7,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-07,817.32,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-12,4552.66,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-12,11992.21,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-17,3379.04,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-22,4613.7,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-27,7104.0,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-02,12163.69,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-03,5424.96,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-06,9217.87,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-14,9552.45,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-14,2494.19,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-17,10529.6,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-20,4445.75,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-21,24611.66,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-03,14880.07,West,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-05,3097.16,West,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-05,7619.35,West,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-10,7376.35,West,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-14,1049.72,West,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-16,6928.47,West,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-26,13942.61,West,Cost of Goods Sold,sample_gl
Budget,5000,2024-07-30,4948.86,West,Cost of Goods Sold,sample_gl
Budget,5010,2024-07-04,426.89,North,Direct Labor,sample_gl
Budget,5010,2024-07-04,8900.32,North,Direct Labor,sample_gl
Budget,5010,2024-07-14,6038.09,North,Direct Labor,sample_gl
Budget,5010,2024-07-14,3535.63,North,Direct Labor,sample_gl
Budget,5010,2024-07-15,530.21,North,Direct Labor,sample_gl
Budget,5010,2024-07-17,738.15,North,Direct Labor,sample_gl
Budget,5010,2024-07-17,1159.23,North,Direct Labor,sample_gl
Budget,5010,2024-07-22,4911.48,North,Direct Labor,sample_gl
Budget,5010,2024-07-02,6583.54,South,Direct Labor,sample_gl
Budget,5010,2024-07-03,574.33,South,Direct Labor,sample_gl
Budget,5010,2024-07-10,2277.66,South,Direct Labor,sample_gl
Budget,5010,2024-07-13,5748.93,South,Direct Labor,sample_gl
Budget,5010,2024-07-14,697.46,South,Direct Labor,sample_gl
Budget,5010,2024-07-23,1058.58,South,Direct Labor,sample_gl
Budget,5010,2024-07-27,2312.56,South,Direct Labor,sample_gl
Budget,5010,2024-07-29,1717.22,South,Direct Labor,sample_gl
Budget,5010,2024-07-03,163.83,West,Direct Labor,sample_gl
Budget,5010,2024-07-06,2815.54,West,Direct Labor,sample_gl
Budget,5010,2024-07-06,289.94,West,Direct Labor,sample_gl
Budget,5010,2024-07-07,1542.69,West,Direct Labor,sample_gl
Budget,5010,2024-07-09,8556.85,West,Direct Labor,sample_gl
Budget,5010,2024-07-20,1604.31,West,Direct Labor,sample_gl
Budget,5010,2024-07-24,9449.43,West,Direct Labor,sample_gl
Budget,5010,2024-07-26,3597.31,West,Direct Labor,sample_gl
Budget,6000,2024-07-10,4763.21,North,Salaries & Wages,sample_gl
Budget,6000,2024-07-16,6761.47,North,Salaries & Wages,sample_gl
Budget,6000,2024-07-20,2211.29,North,Salaries & Wages,sample_gl
Budget,6000,2024-07-20,1304.89,North,Salaries & Wages,sample_gl
Budget,6000,2024-07-24,10616.48,North,Salaries & Wages,sample_gl
Budget,6000,2024-07-24,627.92,North,Salaries & Wages,sample_gl
Budget,6000,2024-07-27,10800.12,North,Salaries & Wages,sample_gl
Budget,6000,2024-07-31,993.01,North,Salaries & Wages,sample_gl
Budget,6000,2024-07-01,938.02,South,Salaries & Wages,sample_gl
Budget,6000,2024-07-01,4139.6,South,Salaries & Wages,sample_gl
Budget,6000,2024-07-04,3380.07,South,Salaries & Wages,sample_gl
Budget,6000,2024-07-07,8372.23,South,Salaries & Wages,sample_gl
Budget,6000,2024-07-07,2010.19,South,Salaries & Wages,sample_gl
Budget,6000,2024-07-23,10616.96,South,Salaries & Wages,sample_gl
Budget,6000,2024-07-27,563.18,South,Salaries & Wages,sample_gl
Budget,6000,2024-07-28,4960.67,South,Salaries & Wages,sample_gl
Budget,6000,2024-07-01,862.0,West,Salaries & Wages,sample_gl
Budget,6000,2024-07-04,9793.69,West,Salaries & Wages,sample_gl
Budget,6000,2024-07-05,2292.57,West,Salaries & Wages,sample_gl
Budget,6000,2024-07-05,6606.71,West,Salaries & Wages,sample_gl
Budget,6000,2024-07-06,186.66,West,Salaries & Wages,sample_gl
Budget,6000,2024-07-14,1560.41,West,Salaries & Wages,sample_gl
Budget,6000,2024-07-16,11143.38,West,Salaries & Wages,sample_gl
Budget,6000,2024-07-29,11472.08,West,Salaries & Wages,sample_gl
Budget,6010,2024-07-01,4279.14,North,Rent & Facilities,sample_gl
Budget,6010,2024-07-02,165.76,North,Rent & Facilities,sample_gl
Budget,6010,2024-07-04,657.95,North,Rent & Facilities,sample_gl
Budget,6010,2024-07-11,853.98,North,Rent & Facilities,sample_gl
Budget,6010,2024-07-13,1569.01,North,Rent & Facilities,sample_gl
Budget,6010,2024-07-21,1199.79,North,Rent & Facilities,sample_gl
Budget,6010,2024-07-27,1558.5,North,Rent & Facilities,sample_gl
Budget,6010,2024-07-27,10.02,North,Rent & Facilities,sample_gl
Budget,6010,2024-07-17,196.43,South,Rent & Facilities,sample_gl
Budget,6010,2024-07-19,430.51,South,Rent & Facilities,sample_gl
Budget,6010,2024-07-20,1768.11,South,Rent & Facilities,sample_gl
Budget,6010,2024-07-22,371.21,South,Rent & Facilities,sample_gl
Budget,6010,2024-07-24,2947.59,South,Rent & Facilities,sample_gl
Budget,6010,2024-07-27,239.06,South,Rent & Facilities,sample_gl
Budget,6010,2024-07-29,3007.74,South,Rent & Facilities,sample_gl
Budget,6010,2024-07-30,1367.03,South,Rent & Facilities,sample_gl
Budget,6010,2024-07-04,1625.86,West,Rent & Facilities,sample_gl
Budget,6010,2024-07-14,2770.3,West,Rent & Facilities,sample_gl
Budget,6010,2024-07-16,18.95,West,Rent & Facilities,sample_gl
Budget,6010,2024-07-16,102.94,West,Rent & Facilities,sample_gl
Budget,6010,2024-07-20,210.77,West,Rent & Facilities,sample_gl
Budget,6010,2024-07-21,1783.13,West,Rent & Facilities,sample_gl
Budget,6010,2024-07-29,806.5,West,Rent & Facilities,sample_gl
Budget,6010,2024-07-31,2759.16,West,Rent & Facilities,sample_gl
Budget,6020,2024-07-11,2609.84,North,Marketing,sample_gl
Budget,6020,2024-07-20,177.1,North,Marketing,sample_gl
Budget,6020,2024-07-22,345.01,North,Marketing,sample_gl
Budget,6020,2024-07-22,1230.36,North,Marketing,sample_gl
Budget,6020,2024-07-23,471.3,North,Marketing,sample_gl
Budget,6020,2024-07-27,1070.88,North,Marketing,sample_gl
Budget,6020,2024-07-28,387.92,North,Marketing,sample_gl
Budget,6020,2024-07-30,393.13,North,Marketing,sample_gl
Budget,6020,2024-07-06,1313.18,South,Marketing,sample_gl
Budget,6020,2024-07-07,366.91,South,Marketing,sample_gl
Budget,6020,2024-07-12,916.03,South,Marketing,sample_gl
Budget,6020,2024-07-16,1079.82,South,Marketing,sample_gl
Budget,6020,2024-07-20,4207.36,South,Marketing,sample_gl
Budget,6020,2024-07-26,797.86,South,Marketing,sample_gl
Budget,6020,2024-07-26,1069.73,South,Marketing,sample_gl
Budget,6020,2024-07-28,3263.24,South,Marketing,sample_gl
Budget,6020,2024-07-01,0.0,West,Marketing,sample_gl
Budget,6020,2024-07-02,0.0,West,Marketing,sample_gl
Budget,6020,2024-07-07,0.0,West,Marketing,sample_gl
Budget,6020,2024-07-08,0.0,West,Marketing,sample_gl
Budget,6020,2024-07-10,0.0,West,Marketing,sample_gl
Budget,6020,2024-07-12,0.0,West,Marketing,sample_gl
Budget,6020,2024-07-18,0.0,West,Marketing,sample_gl
Budget,6020,2024-07-29,0.0,West,Marketing,sample_gl
Budget,6030,2024-07-04,3381.21,North,Software & Subscriptions,sample_gl
Budget,6030,2024-07-04,1289.01,North,Software & Subscriptions,sample_gl
Budget,6030,2024-07-08,4.38,North,Software & Subscriptions,sample_gl
Budget,6030,2024-07-08,89.78,North,Software & Subscriptions,sample_gl
Budget,6030,2024-07-09,415.94,North,Software & Subscriptions,sample_gl
Budget,6030,2024-07-16,260.47,North,Software & Subscriptions,sample_gl
Budget,6030,2024-07-18,590.9,North,Software & Subscriptions,sample_gl
Budget,6030,2024-07-20,38.47,North,Software & Subscriptions,sample_gl
Budget,6030,2024-07-02,574.19,South,Software & Subscriptions,sample_gl
Budget,6030,2024-07-04,2862.2,South,Software & Subscriptions,sample_gl
Budget,6030,2024-07-15,823.56,South,Software & Subscriptions,sample_gl
Budget,6030,2024-07-15,145.92,South,Software & Subscriptions,sample_gl
Budget,6030,2024-07-23,432.53,South,Software & Subscriptions,sample_gl
Budget,6030,2024-07-26,587.67,South,Software & Subscriptions,sample_gl
Budget,6030,2024-07-30,67.71,South,Software & Subscriptions,sample_gl
Budget,6030,2024-07-31,142.83,South,Software & Subscriptions,sample_gl
Budget,6030,2024-07-02,894.02,West,Software & Subscriptions,sample_gl
Budget,6030,2024-07-04,680.14,West,Software & Subscriptions,sample_gl
Budget,6030,2024-07-04,595.27,West,Software & Subscriptions,sample_gl
Budget,6030,2024-07-06,913.11,West,Software & Subscriptions,sample_gl
Budget,6030,2024-07-17,87.87,West,Software & Subscriptions,sample_gl
Budget,6030,2024-07-18,146.32,West,Software & Subscriptions,sample_gl
Budget,6030,2024-07-21,472.41,West,Software & Subscriptions,sample_gl
Budget,6030,2024-07-28,563.73,West,Software & Subscriptions,sample_gl
Budget,6040,2024-07-04,360.54,North,Travel & Entertainment,sample_gl
Budget,6040,2024-07-05,677.14,North,Travel & Entertainment,sample_gl
Budget,6040,2024-07-07,406.09,North,Travel & Entertainment,sample_gl
Budget,6040,2024-07-14,131.62,North,Travel & Entertainment,sample_gl
Budget,6040,2024-07-15,560.84,North,Travel & Entertainment,sample_gl
Budget,6040,2024-07-25,1116.76,North,Travel & Entertainment,sample_gl
Budget,6040,2024-07-27,169.67,North,Travel & Entertainment,sample_gl
Budget,6040,2024-07-28,807.31,North,Travel & Entertainment,sample_gl
Budget,6040,2024-07-05,1058.81,South,Travel & Entertainment,sample_gl
Budget,6040,2024-07-08,840.47,South,Travel & Entertainment,sample_gl
Budget,6040,2024-07-12,19.03,South,Travel & Entertainment,sample_gl
Budget,6040,2024-07-14,38.57,South,Travel & Entertainment,sample_gl
Budget,6040,2024-07-21,171.83,South,Travel & Entertainment,sample_gl
Budget,6040,2024-07-22,1367.72,South,Travel & Entertainment,sample_gl
Budget,6040,2024-07-25,223.94,South,Travel & Entertainment,sample_gl
Budget,6040,2024-07-25,919.84,South,Travel & Entertainment,sample_gl
Budget,6040,2024-07-01,314.24,West,Travel & Entertainment,sample_gl
Budget,6040,2024-07-01,119.16,West,Travel & Entertainment,sample_gl
Budget,6040,2024-07-05,406.66,West,Travel & Entertainment,sample_gl
Budget,6040,2024-07-12,769.28,West,Travel & Entertainment,sample_gl
Budget,6040,2024-07-15,2512.34,West,Travel & Entertainment,sample_gl
Budget,6040,2024-07-23,702.39,West,Travel & Entertainment,sample_gl
Budget,6040,2024-07-25,195.81,West,Travel & Entertainment,sample_gl
Budget,6040,2024-07-31,92.3,West,Travel & Entertainment,sample_gl
Budget,7000,2024-07-02,217.52,North,Interest Expense,sample_gl
Budget,7000,2024-07-05,895.21,North,Interest Expense,sample_gl
Budget,7000,2024-07-19,399.9,North,Interest Expense,sample_gl
Budget,7000,2024-07-21,443.16,North,Interest Expense,sample_gl
Budget,7000,2024-07-22,420.78,North,Interest Expense,sample_gl
Budget,7000,2024-07-25,108.19,North,Interest Expense,sample_gl
Budget,7000,2024-07-29,199.45,North,Interest Expense,sample_gl
Budget,7000,2024-07-30,1078.52,North,Interest Expense,sample_gl
Budget,7000,2024-07-01,802.26,South,Interest Expense,sample_gl
Budget,7000,2024-07-10,291.94,South,Interest Expense,sample_gl
Budget,7000,2024-07-11,650.81,South,Interest Expense,sample_gl
Budget,7000,2024-07-12,319.14,South,Interest Expense,sample_gl
Budget,7000,2024-07-24,65.05,South,Interest Expense,sample_gl
Budget,7000,2024-07-24,609.59,South,Interest Expense,sample_gl
Budget,7000,2024-07-27,861.01,South,Interest Expense,sample_gl
Budget,7000,2024-07-30,311.11,South,Interest Expense,sample_gl
Budget,7000,2024-07-12,140.78,West,Interest Expense,sample_gl
Budget,7000,2024-07-15,610.52,West,Interest Expense,sample_gl
Budget,7000,2024-07-20,396.93,West,Interest Expense,sample_gl
Budget,7000,2024-07-21,125.52,West,Interest Expense,sample_gl
Budget,7000,2024-07-23,266.61,West,Interest Expense,sample_gl
Budget,7000,2024-07-26,1220.81,West,Interest Expense,sample_gl
Budget,7000,2024-07-26,215.02,West,Interest Expense,sample_gl
Budget,7000,2024-07-29,831.8,West,Interest Expense,sample_gl
Budget,4000,2024-08-03,-3890.97,North,Product Revenue,sample_gl
Budget,4000,2024-08-07,-39084.29,North,Product Revenue,sample_gl
Budget,4000,2024-08-10,-13625.47,North,Product Revenue,sample_gl
Budget,4000,2024-08-10,-33096.32,North,Product Revenue,sample_gl
Budget,4000,2024-08-17,-15907.07,North,Product Revenue,sample_gl
Budget,4000,2024-08-17,-32651.05,North,Product Revenue,sample_gl
Budget,4000,2024-08-18,-9650.34,North,Product Revenue,sample_gl
Budget,4000,2024-08-18,-18220.85,North,Product Revenue,sample_gl
Budget,4000,2024-08-02,-7543.39,South,Product Revenue,sample_gl
Budget,4000,2024-08-04,-12171.26,South,Product Revenue,sample_gl
Budget,4000,2024-08-10,-27373.19,South,Product Revenue,sample_gl
Budget,4000,2024-08-14,-8930.83,South,Product Revenue,sample_gl
Budget,4000,2024-08-17,-2924.49,South,Product Revenue,sample_gl
Budget,4000,2024-08-24,-40142.2,South,Product Revenue,sample_gl
Budget,4000,2024-08-24,-3788.52,South,Product Revenue,sample_gl
Budget,4000,2024-08-27,-55159.64,South,Product Revenue,sample_gl
Budget,4000,2024-08-08,-46992.86,West,Product Revenue,sample_gl
Budget,4000,2024-08-19,-10867.56,West,Product Revenue,sample_gl
Budget,4000,2024-08-19,-30215.61,West,Product Revenue,sample_gl
Budget,4000,2024-08-23,-10282.68,West,Product Revenue,sample_gl
Budget,4000,2024-08-24,-5317.28,West,Product Revenue,sample_gl
Budget,4000,2024-08-26,-14386.79,West,Product Revenue,sample_gl
Budget,4000,2024-08-29,-11550.18,West,Product Revenue,sample_gl
Budget,4000,2024-08-31,-35543.43,West,Product Revenue,sample_gl
Budget,4010,2024-08-04,-4184.11,North,Service Revenue,sample_gl
Budget,4010,2024-08-05,-9815.04,North,Service Revenue,sample_gl
Budget,4010,2024-08-08,-1427.07,North,Service Revenue,sample_gl
Budget,4010,2024-08-13,-9441.09,North,Service Revenue,sample_gl
Budget,4010,2024-08-17,-5519.92,North,Service Revenue,sample_gl
Budget,4010,2024-08-22,-4748.37,North,Service Revenue,sample_gl
Budget,4010,2024-08-23,-238.9,North,Service Revenue,sample_gl
Budget,4010,2024-08-24,-7325.76,North,Service Revenue,sample_gl
Budget,4010,2024-08-03,-13732.99,South,Service Revenue,sample_gl
Budget,4010,2024-08-05,-6827.02,South,Service Revenue,sample_gl
Budget,4010,2024-08-07,-1491.54,South,Service Revenue,sample_gl
Budget,4010,2024-08-12,-3927.05,South,Service Revenue,sample_gl
Budget,4010,2024-08-15,-1047.72,South,Service Revenue,sample_gl
Budget,4010,2024-08-16,-380.73,South,Service Revenue,sample_gl
Budget,4010,2024-08-22,-3228.08,South,Service Revenue,sample_gl
Budget,4010,2024-08-29,-21444.21,South,Service Revenue,sample_gl
Budget,4010,2024-08-14,-8333.72,West,Service Revenue,sample_gl
Budget,4010,2024-08-15,-15090.41,West,Service Revenue,sample_gl
Budget,4010,2024-08-16,-1384.41,West,Service Revenue,sample_gl
Budget,4010,2024-08-23,-1075.81,West,Service Revenue,sample_gl
Budget,4010,2024-08-24,-378.69,West,Service Revenue,sample_gl
Budget,4010,2024-08-27,-816.55,West,Service Revenue,sample_gl
Budget,4010,2024-08-30,-22460.88,West,Service Revenue,sample_gl
Budget,4010,2024-08-31,-1636.02,West,Service Revenue,sample_gl
Budget,5000,2024-08-02,7009.19,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-06,470.47,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-12,65.04,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-18,10851.76,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-24,5081.77,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-30,9731.61,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-31,20934.3,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-31,9381.62,North,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-01,2823.35,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-05,5425.4,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-10,4262.01,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-10,21706.69,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-10,13318.54,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-12,4058.35,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-16,301.52,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-26,6136.78,South,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-02,29663.78,West,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-03,5651.3,West,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-10,2493.42,West,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-12,7136.11,West,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-14,2616.51,West,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-16,1210.83,West,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-19,7424.13,West,Cost of Goods Sold,sample_gl
Budget,5000,2024-08-28,6224.08,West,Cost of Goods Sold,sample_gl
Budget,5010,2024-08-05,6236.49,North,Direct Labor,sample_gl
Budget,5010,2024-08-15,2474.91,North,Direct Labor,sample_gl
Budget,5010,2024-08-15,1879.9,North,Direct Labor,sample_gl
Budget,5010,2024-08-15,381.2,North,Direct Labor,sample_gl
Budget,5010,2024-08-17,6827.17,North,Direct Labor,sample_gl
Budget,5010,2024-08-21,3624.46,North,Direct Labor,sample_gl
Budget,5010,2024-08-22,1782.21,North,Direct Labor,sample_gl
Budget,5010,2024-08-25,3580.13,North,Direct Labor,sample_gl
Budget,5010,2024-08-03,2295.89,South,Direct Labor,sample_gl
Budget,5010,2024-08-06,8078.93,South,Direct Labor,sample_gl
Budget,5010,2024-08-09,31.37,South,Direct Labor,sample_gl
Budget,5010,2024-08-15,203.11,South,Direct Labor,sample_gl
Budget,5010,2024-08-21,2507.93,South,Direct Labor,sample_gl
Budget,5010,2024-08-24,3.53,South,Direct Labor,sample_gl
Budget,5010,2024-08-28,1646.31,South,Direct Labor,sample_gl
Budget,5010,2024-08-29,3780.83,South,Direct Labor,sample_gl
Budget,5010,2024-08-02,2950.3,West,Direct Labor,sample_gl
Budget,5010,2024-08-07,1458.44,West,Direct Labor,sample_gl
